Job Title,Role,Level,Years of Experience,Company,Location,Salary Range,Required Skills,Source Platform
Database Administrator,database administrator,Junior,2,Navigos Group,"hcm, hanoi",Thương lượng,"MS SQL Server, Mysql, Python, Crm Databases, Ssrs",Vietnamworks
QA Supervisor ( Nghỉ Tất Cả Thứ 7 và Chủ Nhật ),QA engineer,Senior,5,Mektec Manufacturing Corporation (Vietnam) Ltd.,hung yen,$700.00,"QA, QC, SMT Production, 8D Problem Solving, English",Vietnamworks
Business Application Manager,data scientist,Intermediate,3,,Hồ Chí Minh,Thương lượng,"Application Development, Business Planning, Customer Service, ERP, Supplier Management",Vietnamworks
Nhân Viên Kỹ Thuật Công Nghệ Thông Tin,data scientist,Junior,1,Công ty Cổ phần Công Nghệ Thiên Vận,thành phố hồ chí minh,Thương lượng,"Bảo Trì Hệ Thống, Công Nghệ Thông Tin, Hỗ Trợ Kỹ Thuật, Xử Lý Sự Cố, Điện Nhẹ",Vietnamworks
"Software Engineer - Integration Build (Opensource System, C, C++, Python) (Quantity: 04)",software engineer,Any Level,N/A,LG Electronics R&D Vietnam,hà nội,Thương lượng,"C++, Python, Integration Management, Shell scripts, Linux",Vietnamworks
Kỹ Sư Hệ Thống (Nam - Không Yêu Cầu Kinh Nghiệm),system administrator,Junior,1,Công Ty Cổ Phần Tư Vấn Chuyển Giao Công Nghệ ITC,hà nội,$408.00,"Công nghệ thông tin, Điện tử viễn thông, Hệ thống mạng máy tính, Cisco, VMware",Vietnamworks
"Thông Báo Tuyển Dụng Chuyên Gia Nghiên Cứu, Đo Kiểm",embedded systems engineer,Any Level,N/A,TRUNG TÂM ĐO LƯỜNG CHẤT LƯỢNG VIỄN THÔNG,hà nội,$612.00,"Công Nghệ Thông Tin, Điện Tử Viễn Thông, Tin Học Văn Phòng, Nghiên Cứu Độc Lập, Giao Tiếp Tiếng Anh",Vietnamworks
MES Developer,software developer,Intermediate,3,VINFAST TRADING AND PRODUCTION JSC,hanoi,Thương lượng,"C#, HTML/CSS, JavaScript, Microsoft SQL Server, Problem Solving",Vietnamworks
Data Intelligence Analyst,data scientist,Junior,2,Red2 Digital,ho chi minh,Thương lượng,"SQL, BigQuery, Looker Studio, English, Python",Vietnamworks
"Senior Associate, Product Suppot, SPX Express (preferred QC )",QA engineer,Intermediate,3,CÔNG TY TNHH SPX EXPRESS,Hồ Chí Minh,Thương lượng,"QC Systems, QC Training, Software Manual Testing, Software Testing, UAT testing",Vietnamworks
Quality Assurance Engineer (Accept Fresher),QA engineer,Any Level,N/A,HYUNDAI Kefico,tp hải dương,Thương lượng,"QA, QC, IQC, Quality assuance, Engineering",Vietnamworks
QA Manager (Apparel),QA engineer,Lead/Expert,10,Navigos Search,"hanoi, hcmc",$2000.00,"Quality Assurance, Quality Control, Garment Construction, Manufacture Process, English Communication",Vietnamworks
IT Staff - Nhân Viên Công Nghệ Thông Tin,IT professional,Junior,2,Amata City Bien Hoa Joint Stock Company,dong nai province,Thương lượng,"IT System Administration, IT Operations, IT Hardware, IT Helpdesk, Technical Support",Vietnamworks
Senior Backend Engineer (Hybrid Working),backend developer,Senior,5,,Hồ Chí Minh,$2000.00,"Database Development, Typescript, Node.js, Docker, English Communication",Vietnamworks
Process Quality Assurance (IT Software),QA engineer,Intermediate,4,Hitachi Digital Services,hồ chí minh,Thương lượng,"Communication Skills, ISO 9001, Quality Assurance, Quality Auditing, Software Process Development",Vietnamworks
Senior Embedded Software Engineer (C Language/autosar) [Joining Bonus],software engineer,Any Level,N/A,Bosch Global Software Technologies Company Limited,hcm,Thương lượng,"Embedded Software, Software Engineering, Electrical, Embedded C programming",Vietnamworks
Python Test Automation Engineer,software engineer,Any Level,N/A,LG Electronics Development Viet Nam Company Limited,hà nội,$1000.00,"Python, Linux, JavaScript, QML, Embedded",Vietnamworks
Phú Quốc - Chuyên Viên Giám Sát IT - Dự Án Park Hyatt,IT professional,Any Level,N/A,Công Ty BIM Group Kiên Giang,Hồ Chí Minh,$900.00,"Quản Lý Cơ Điện, Giám Sát Cơ Điện, Điện Nhẹ, IT Project Management, IT Infrastructure Management",Vietnamworks
03 Project Manager & Business Analyst,business analyst,Intermediate,3,Thư Viện Pháp Luật,hcm,$1700.00,"Lập Trình HTML, Quản Lý Điều Phối Dự Án, .NET, SQL Server, Business Analaysis",Vietnamworks
Project Coordinator,data scientist,Any Level,N/A,The Grand Ho Tram,vung tau,Thương lượng,"Điều Phối Dự Án, Project Coordination, Project Management, English",Vietnamworks
Trưởng Bộ Phận Quản Lý Rủi Ro và Tuân Thủ CNTT,security engineer,Intermediate,3,Ngân Hàng TNHH Indovina – Hội Sở,tp.hcm,$1200.00,"IT Governance, IT Security GRC, IT Security, Bảo mật thông tin, Quản Lý Rủi Ro",Vietnamworks
Hanoi_Senior Python Dev (Onboard After Tet Holiday)_V000008,backend developer,Any Level,N/A,Công Ty TNHH ZIGExN VeNtura,hcmc,Thương lượng,"Python, Backend Development, Web Development, English Communication, Microservices",Vietnamworks
Kỹ Sư Helpdesk,IT support,Intermediate,3,"Công Ty Cổ Phần Công Nghệ Thông Tin, Viễn Thông Và Tự Động Hoá Dầu Khí",hà nội,$612.00,"IT System Administration, IT Helpdesk, WAN, MCSA, Helpdesk Management",Vietnamworks
IT Executive (Hanoi Head Office - 443),IT professional,Intermediate,3,"Aeon Mall Vietnam Co., Ltd","hanoi, hcmc",$650.00,"Information Technology, Project Management, Infrastructure Security, Network, System Administration",Vietnamworks
Hardware Engineer,software engineer,Intermediate,3,,Hồ Chí Minh,$1000.00,"Hardware Design, PCB Design, Digital Electronics, Integrated Circuit Design, Problem-solving",Vietnamworks
System Architect,system architect,Senior,5,Công Ty Cổ Phần Tập Đoàn Golden Gate,hà nội,Thương lượng,"Software System Architecture, Linux, Java, .NET, PHP",Vietnamworks
Chuyên Viên IT (Công Ty Chứng Khoán),IT professional,Intermediate,3,Công Ty Cổ Phần Chứng Khoán Asam,tp.hcm,Thương lượng,"Quản Trị Hệ Thống Mạng, Vận Hành Hệ Thống Phần Mềm, Cài Đặt Hệ Thống Ảo Hóa, Khắc Phục Lỗi Phần Mềm",Vietnamworks
Quality Assurance Specialist,QA engineer,Any Level,N/A,Arctx Solution LLC,hồ chí minh,Thương lượng,"QA, Communications, Attention To Detail",Vietnamworks
Presales Network Engineer,software engineer,Senior,5,Công Ty TNHH Tổng Công Ty Công Nghệ & Giải Pháp CMC (CMC TS),hà nội,$1000.00,"Consulting, English communication",Vietnamworks
Senior Data Analyst,data analyst,Intermediate,3,Công Ty Cổ Phần Kinh Doanh F88,hà nội,$900.00,"Data Analytics, Oracle, AWS, Phân Tích Dữ Liệu, Tài Chính",Vietnamworks
"Japanese Business Operations Staff (in HCM, Hanoi, Da Nang)",data scientist,Junior,2,Hitachi Digital Services,hồ chí minh,Thương lượng,"Japanese, Document, Customer service skills, System Operations, English",Vietnamworks
Uipath Developer,software developer,Any Level,N/A,Ngân Hàng TNHH Indovina – Hội Sở,tp.hcm,Thương lượng,"UI Path, RPA, Phân Tích Nghiệp Vụ, RPA Coding, Test Case Design",Vietnamworks
Quản Lý Dự Án CNTT,data scientist,Senior,5,Công Ty TNHH Công Nghệ Nguyên Lộc,hà nội,$20.00,"IT Phần Cứng, Quản Lý Dự Án, Project Management, Tư Vấn, Tư vấn kỹ thuật",Vietnamworks
"Bridge System Engineer (Brse, Japanese N1/n2) - Upto $2000",systems engineer,Intermediate,3,TPS Software,hcmc,$700.00,"Japanese N2, Software Process Development, Technical Specification Analysis, Kỹ Sư Cầu Nối, BrSE",Vietnamworks
Chuyên Viên Tối Ưu Vận Hành Ngành TMĐT Quốc Tế Amazon Thu Nhập 15-20Tr,data scientist,Junior,1,Công Ty TNHH Equarus Decor,hà nội,$612.00,"ERP, Odoo, E Commerce, Quản Lý Hiệu Suất, Quản Lý Cở Sở Dữ Liệu",Vietnamworks
Kĩ Sư IBS (Chi Nhánh HN),embedded systems engineer,Any Level,N/A,Công Ty Cổ Phần Xây dựng Hạ tầng Kỹ thuật,hà nội,$244.00,"Điện Tử Viễn Thông, Xử Lý Sự Cố, Tin Học Văn Phòng, Kỹ thuật, Viễn Thông",Vietnamworks
System Engineer,systems engineer,Senior,5,,Hồ Chí Minh,Thương lượng,"Azure, Network Management, PowerShell, Systems Engineering, Microsoft Server SQL",Vietnamworks
Risk Analytics Supervisor,data scientist,Any Level,N/A,Shinhan Vietnam Finance Company Limited,hcmc,$800.00,"Risk Monitoring, Risk Analysis, Risk Management, SQL, Python",Vietnamworks
SAP FICO Consultant,SAP consultant,Junior,1,Citek Technology Joint-Stock Company,hcmc,Thương lượng,"SAP Business Intelligence, SAP Accounting, SAP ERP, ERP Dynamic, ERP System",Vietnamworks
Chuyên Viên Kỹ Thuật,data scientist,Any Level,N/A,Công Ty TNHH Thiết Bị Viễn Thông ANSV,"hà nội, hồ chí minh",$1750.00,"Công Nghệ Thông Tin, Điện Tử Viễn Thông, Quản Trị Mạng, Triển Khai Dự Án, Hỗ Trợ Kỹ Thuật",Vietnamworks
Product Solutions Manager,data analyst,Intermediate,3,Prudential Vietnam Assurance,thành phố hồ chí minh,Thương lượng,"Communication Skills, Customer Centric, Data Analytics, Product Development, Project Management",Vietnamworks
Data Processing Intern,data scientist,Any Level,N/A,Fiingroup,hồ chí minh,Thương lượng,"Data Entry, Data Processing",Vietnamworks
iOS App Developer,mobile developer,Senior,5,Cathay United Bank,taiwan,Thương lượng,"Agile Development, CI/CD, Clean Architecture, MVVM Architecture, RESTful API",Vietnamworks
IT System & Network Administrator,network administrator,Any Level,N/A,Công Ty TNHH R Techno Việt Nam,tp.hcm,$600.00,"IT System Administration, IT Hardware, Technical Support, Tiếng Nhật Trung Cấp, Quản Trị Mạng Lan",Vietnamworks
Product Owner - Generative AI for Enterprise Customer Operations,product manager,Senior,5,Trusting Social,hcmc,$2000.00,"product owner, Product Development, business analyst, Product Management",Vietnamworks
Incubation Lead,data scientist,Senior,5,Công Ty TNHH Onpoint,tp.hcm,Thương lượng,"Innovation Management, Product Development, Technology, Market Research, Startup Development",Vietnamworks
Senior PHP Developer (React),software developer,Any Level,N/A,Arctx Solution LLC,hồ chí minh,Thương lượng,"React Js, PHP, communication, Goal Oriented, Time Management",Vietnamworks
Nhân Viên Quản Trị Mạng – Netwok Staff,network engineer,Junior,1,Global Data Service Joint Stock Company (Gds),hanoi,$0.00,"Firewall, IT System Administration, CCNA, Networking, Cấu Hình Router",Vietnamworks
IT Manager,IT professional,Senior,5,Maybank Vietnam,hcm,Thương lượng,"Banking Operation, Banking System, Customer Service, IT Management, IT Security",Vietnamworks
Chuyên Viên ERP Phân Hệ Tài Chính Kế Toán,SAP consultant,Any Level,N/A,"TOSY Robotics Manufacturing Co., Ltd",hà nội,Thương lượng,"Power BI, Công nghệ thông tin, ERP, Kế toán, SAP",Vietnamworks
Chuyên Viên Quản Lý Hồ Sơ Dự Án - K.CNTT,data scientist,Junior,2,Ngân Hàng TMCP Đại Chúng Việt Nam,hà nội,$1000.00,"Quản Trị Dữ Liệu Ngân Hàng, Hồ Sơ Dự Án, Công Nghệ Thông Tin, Lưu Trữ Hồ Sơ, Tổng Hợp Tài Liệu",Vietnamworks
Experienced Salesforce Developer - French,software developer,Intermediate,4,Capgemini Vietnam,thành phố hồ chí minh,Thương lượng,"Salesforce, Apex development, Cloud, French, Salesforce Development",Vietnamworks
3 Web Developer .NET Or App Mobile,mobile developer,Junior,1,Thư Viện Pháp Luật,hồ chí minh,$800.00,"Lập Trình, .NET Core 2.0, AngularJS, Bất động sản, Tuyển Dụng",Vietnamworks
Solution / Technical Architect ( ReactJS or Flutter ),IT professional,Senior,5,GTV Vietnam,hcmc,Thương lượng,"Solution Architecture, Mobile Application Development, React Js, Flutter, Front End",Vietnamworks
Digital Workflow Solutions Business Analyst,business analyst,Junior,1,Crown Worldwide,hồ chí minh,Thương lượng,"Recording System, Workflow Management, Digital Solution, Process Improvement, Business analysis",Vietnamworks
Chuyên Viên Kiểm Thử,QA engineer,Junior,1,Công Ty Cổ Phần Thanh Toán Quốc Gia Việt Nam,hà nội,Thương lượng,"ISTQB, Kiểm Thử, SDLC, Tài chính Ngân hàng, Testing",Vietnamworks
IT Assistant Manager (SAP FICO),IT professional,Junior,2,Công Ty TNHH Sơn TOA Việt Nam,bình dương,Thương lượng,"Anh Văn Giao Tiếp, SAP FICO, IT Phần Mềm",Vietnamworks
Chuyên Viên Quản Lý Hiệu Suất (KPI) - Tiếng Trung,data analyst,Junior,1,Công Ty TNHH Best Logistics Technology (Việt Nam),hcm,$800.00,"KPI Management, Data Analysis, Business analysis, Power BI, Data Studio",Vietnamworks
Web Designer Full Stack - Vietnam,full stack developer,Junior,2,Audexaus,ho chi minh,$1000.00,"CSS, HTML, JavaScript, Problem-solving, Version Control",Vietnamworks
Chuyên Viên/ Chuyên Gia Tư Vấn Chuyển Đổi Số (DX Consultant),backend developer,Intermediate,3,Công Ty TNHH Tổng Công Ty Công Nghệ & Giải Pháp CMC (CMC TS),hà nội,$0.00,"Chuyển đổi số, ITIL Foundation, Agile, Chuyển đổi số, Chuyển đổi số, Chuyển đổi số, Chuyển đổi số, Digital transformation, Scrum Master",Vietnamworks
Technical Leader for Japan Market,tech lead,Any Level,N/A,"ISV Vietnam Co.,ltd",tp.hcm,Thương lượng,"Java, C#, Japanese N4, SQL, .NET",Vietnamworks
UX Designer,UX/UI designer,Junior,2,Navigos Search,"hanoi, hcmc",$1500.00,"UX Design, Design systems, Agile Leadership, Figma, Communication",Vietnamworks
Trợ Lý Chủ Tịch HĐQT Phụ Trách Đối Ngoại và Nghiên Cứu Chiến Lược Đầu Tư,data scientist,Senior,5,Công Ty Cổ Phần Unik Holdings,hà nội,Thương lượng,"CFA, Tài Chính, Đầu Tư, Thẩm Định Giá, Huy Động Vốn",Vietnamworks
Technical Support Engineer (Dynamics 365 Products),IT support,Any Level,N/A,Itechwx Company Limited,ho chi minh,$897.00,"English, IT Support, Helpdesk, Technical Support Engineering, Customer Support",Vietnamworks
Chuyên Gia Trải Nghiệm Người Dùng (UX),UX/UI designer,Intermediate,3,Công Ty Cổ Phần Chứng Khoán SSI,hà nội,Thương lượng,"UX, Prototypes, UI - UX, Sketch, Phân tích dữ liệu",Vietnamworks
DevOps,DevOps engineer,Junior,1,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,hà nội,Thương lượng,"Docker, Docker, Docker, Gitflow, Kubernetes, Pipeline Development, Quản Trị Hệ Thống",Vietnamworks
Mobile App Developer,mobile developer,Intermediate,3,Bosch Global Software Technologies Company Limited,hcm,Thương lượng,"Mobile Apps Design, Computer Science",Vietnamworks
"Database Admin (Oracle, Linux) (Senior Level)",database administrator,Junior,2,Công Ty Cổ Phần Chứng Khoán KIS Việt Nam,tp.hcm,$800.00,"Data Management, DBA, Linux OS, Oracle Database, Teamwork",Vietnamworks
Associate Art Producer (Chinese & English speaking),data scientist,Junior,2,Sparx* - A Virtuos Company,ho chi minh,Thương lượng,"Chinese proficiency, Communication Skills, English, Production Management, Project Management",Vietnamworks
Navigation Engineer,software engineer,Any Level,N/A,Navigos Search,hcmc,Thương lượng,"Radar, English, Navigation System",Vietnamworks
Senior Back-end Developer,backend developer,Senior,5,Sucafina Vietnam Company Limited,ho chi minh,Thương lượng,"Fluent English, Mysql, Ruby On Rails",Vietnamworks
Senior Presales (Robotic Process Automation),data scientist,Junior,2,FPT IS,hà nội,$2000.00,"Presales Technical, RPA, Sales Solution, Sales Experience In IT",Vietnamworks
Senior Business Analyst,business analyst,Senior,5,Discova (Formerly Known As Buffalo Tours),hồ chí minh,$1632.00,"Business Process Management, Communication Skills, English, Microsoft Dynamics 365, Project Management",Vietnamworks
Kỹ Sư Quản Trị/ Vận Hành Hệ Thống Mạng,frontend developer,Intermediate,3,"Công Ty Cổ Phần Công Nghệ Thông Tin, Viễn Thông Và Tự Động Hoá Dầu Khí",hà nội,$1088.00,"Wireless, LAN, Vận Hành Hệ Thống, Bảo Mật Hệ Thống, Network",Vietnamworks
IT Operational Risk Senior Manager,IT professional,Senior,8,Prudential Vietnam Assurance,thành phố hồ chí minh,Thương lượng,"Communication, Cybersecurity, Data Analytics, IT Risk Management, Project Management",Vietnamworks
Front-End Web Developer (Angular/Typescript),frontend developer,Intermediate,3,,Hồ Chí Minh,$1400.00,"Angular, Typescript, NgRx, Tailwind CSS, Communication Skills",Vietnamworks
Product Manager (Bankhub Jetpay)),product manager,Junior,2,MISA Jointstock Company,hà nội,$1500.00,"Kinh Doanh, Kỹ năng giao tiếp, Kỹ năng giao tiếp, Phân Tích Thị Trường, Quản Lý Dự Án, Quản Lý Sản Phẩm",Vietnamworks
Mid-Level Implementation Project Manager,project manager,Senior,5,Công Ty Cổ Phần Laidon Việt Nam,hồ chí minh,Thương lượng,"ERP Implementation, Project Management, Analytical Skills, Communication Skills, Leadership",Vietnamworks
[JP - 45 ] Kỹ Sư Phát Triển Phần Mềm Nhúng Thiết Bị Kiểm Tra,embedded systems engineer,Junior,2,Công Ty TNHH R Techno Việt Nam,tp.hcm,$2600.00,"AI, Lập Trình C++, Lập Trình Nhúng, Ngôn Ngữ Lập Trình C",Vietnamworks
Chuyên Viên Phân Tích Nghiệp Vụ (Bussiness Analyst) - Thu Nhập Từ 18Tr/ Tháng Trở Lên,data scientist,Junior,1,Công Ty Cổ Phần Thương Mại Và Đầu Tư Gia Vũ,hà nội,$734.00,"ERP, Figma, Phân Tích Nghiệp Vụ, Thiết Kế UI-UX, Tin Học Văn Phòng",Vietnamworks
Angular Expert,frontend developer,Senior,5,Navigos Search's Client,hanoi,$3000.00,"Angular, Angular, Angular, CSS, HTML, JavaScript, Typescript",Vietnamworks
Business Analyst (Domain Banking),business analyst,Intermediate,4,"Galaxy Digital Holdings Co., Ltd (GH)",hcmc,Thương lượng,"Business Analysis, Data Architecture, Document Writing, Effective Communication",Vietnamworks
Business Analyst (BA),business analyst,Junior,2,Công Ty Cổ Phần Chứng Khoán KIS Việt Nam,tp.hcm,Thương lượng,"Business Analysis, Fashion Trend, Figma, Microsoft Visio, MS Office",Vietnamworks
UI/UX Designer,UX/UI designer,Junior,2,Công Ty TNHH ActsOne Việt Nam,thành phố hồ chí minh,Thương lượng,"UX Design, Figma, Adobe Photoshop, Adobe Illustrator, UI Design",Vietnamworks
QA Engineer (All Saturdays and Sundays Off),QA engineer,Any Level,N/A,Mektec Manufacturing Corporation (Vietnam) Ltd.,hung yen,$500.00,"QA, QC, Kỹ Thuật, TOEIC",Vietnamworks
IT Engineer,software engineer,Intermediate,4,"Boyd Vietnam Company Limited.,",hồ chí minh,Thương lượng,"Technical Support, Network Management, Software Installation, Hardware, Software Technology",Vietnamworks
Software Support Engineer – Microsoft CRM & ERP,software engineer,Any Level,N/A,"Tek Experts Co., Ltd",hồ chí minh,Thương lượng,"CRM Platform, ERP Support, Technical Support, Dynamics 365, CRM Program",Vietnamworks
Nhân Viên C/s Set Up - Không Yêu Cầu Kinh Nghiệm,data scientist,Junior,1,CÔNG TY TRÁCH NHIỆM HỮU HẠN TOP ENGINEERING VINA,hồ chí minh,Thương lượng,"Cơ Khí, Tự Động Hóa, Điện Tử, Lắp Ráp Cơ Khí, Sửa Chữa Cơ Khí",Vietnamworks
Chuyên Viên Cao Cấp An Ninh Thông Tin- Đảm Bảo An Ninh (Information Security - Assurance),IT professional,Intermediate,3,Công Ty Cổ Phần Chứng Khoán SSI,hà nội,Thương lượng,"An Ninh Thông Tin, OWASP, Kiểm Thử Bảo Mật, Information security, Giải Pháp Bảo Mật",Vietnamworks
Chuyên Viên Cao Cấp Đổi Mới Số Phân Tích Nghiệp Vụ - Khối Công Nghệ Thông Tin,backend developer,Intermediate,3,Ngân Hàng TMCP Tiên Phong (Tpbank),hồ chí minh,$1000.00,"Phân Tích Nghiệp Vụ, Digital transformation, Tiếng Anh, Phân Tích Dự Án, Đề Xuất Ý Tưởng",Vietnamworks
Web Developer/ Phát Triển Website ( Mảng Giáo Dục),software developer,Junior,2,CÔNG TY TNHH GIÁO DỤC EMPIRE,thành phố hồ chí minh,Thương lượng,"Backend, Giáo dục, HTML, JavaScript",Vietnamworks
Senior FE Developer,software developer,Intermediate,4,Công ty cổ phần Pivot Vietnam,hồ chí minh,Thương lượng,"ReactJS, Typescript, HTML, Front-End, 5G Ecosystem",Vietnamworks
Data Scientist Expert - Hà Nội - Ta133,data scientist,Senior,5,VPBank - Https://tuyendung.vpbank.com.vn/,hà nội,Thương lượng,"Data Analysis, English, Cloud, Data Science, Statistical Software",Vietnamworks
HN / HCM _Fresher IT Comtor (Japanese N2)_V000009,IT professional,Any Level,N/A,Công Ty TNHH ZIGExN VeNtura,hcmc,Thương lượng,"English, Japanese",Vietnamworks
Digital Health Solution Consultant - Core Diagnostics,IT professional,Intermediate,3,Abbott,hcm,Thương lượng,"Clinical Laboratory, English fluency, Medical Device, Software Engineering",Vietnamworks
[ HO ] Artificial Intelligence (AI) - Digital Innovation Center,IT professional,Junior,2,Shinhan Bank Vietnam,hcmc,Thương lượng,"Data-Driven, General Communication English, Statistical Analysis, Ai Algorithm Development, Sql Knowledge",Vietnamworks
[Canon Quế Võ]_Tuyển Dụng Nhân Viên IT,IT professional,Any Level,N/A,Công Ty TNHH Canon Việt Nam,hà nội,Thương lượng,"Điện, Cơ Khí, Tự Động Hóa, Tiếng Anh",Vietnamworks
Security Engineer,security engineer,Junior,1,Công Ty Cổ Phần Tập Đoàn Golden Gate,hà nội,Thương lượng,"An Ninh Mạng, Firewall, Endpoint Security, IPS, Cloud Security",Vietnamworks
Ecommerce Conversion Rate Optimization Manager,data analyst,Intermediate,3,Maison Retail Management International,thành phố hồ chí minh,Thương lượng,"Data Analysis, A/B Testing, Ecommerce Platforms, Google Analytics, User Research",Vietnamworks
Chuyên Viên IT Hạ Tầng,IT professional,Junior,1,Công Ty Cổ Phần Tập Đoàn Thái Bình Dương,hà nội,$408.00,"CCNA, Cisco, Cisco, Hệ điều hành Linux, Network, Quản Trị Mạng",Vietnamworks
Chuyên Viên Vận Hành ERP – Phân Hệ Báo Cáo Quản Trị (Pbi),SAP consultant,Intermediate,3,"Công Ty Cổ Phần Công Nghệ Thông Tin, Viễn Thông Và Tự Động Hoá Dầu Khí",hà nội,$1190.00,"VAS, Tài Chính Kế Toán, Kế toán quản trị, Triển Khai Hệ Thống, SAP BW/4HANA",Vietnamworks
Chuyên Viên Kiểm Toán Công Nghệ Thông Tin,embedded systems engineer,Intermediate,4,Ngân hàng Lộc Phát Việt Nam LPBank,hanoi,Thương lượng,"Kế Toán, Ngân hàng, Phân Tích Dữ Liệu, Quản Lý",Vietnamworks
Business Analyst for E-commerce project,business analyst,Intermediate,3,Navigos Search's Client,hanoi,$1020.00,"Business Analysis, Communication, Documentation, Documentation, Documentation, Requirement Analysis, Stakeholder Management",Vietnamworks
Security Executive,IT professional,Intermediate,3,BAT Vietnam,Hồ Chí Minh,Thương lượng,"Crisis Management, English Fluency, Security Management, Stakeholder Management, Law Enforcement Experience",Vietnamworks
Customer Service Specialist,data analyst,Junior,1,TREND NETWORK TECHNOLOGY SDN BHD,Hồ Chí Minh,$500.00,"Customer Excellence, Customer needs assessment, Customer Solution, English fluency, Overseas Trading",Vietnamworks
HO - Data Engineer (ETL Specialist),data engineer,Junior,2,Ngân Hàng TMCP Á Châu (ACB),thành phố hồ chí minh,Thương lượng,"Oracle, SQL, ETL, Data Warehouse Systems, Data Engineer",Vietnamworks
Kỹ Sư Phát Triển Ứng Dụng (Application Developer),software developer,Junior,1,Công Ty TNHH Công Nghệ Niềm Tin - Truetechnology,hà nội,Thương lượng,"C#, Python, JavaScript, Vue.js",Vietnamworks
Chuyên Viên Hỗ Trợ Nghiệp Vụ SAP (Master Data),SAP consultant,Any Level,N/A,Công Ty Cổ Phần Dược Phẩm Vĩnh Phúc,hồ chí minh,Thương lượng,"Excel, Hỗ Trợ Tín Dụng, SAP, VBA Excel, VBA Excel, Công nghệ thông tin",Vietnamworks
Kỹ Sư IT,IT professional,Any Level,N/A,Công Ty TNHH Liteon Việt Nam,hải phòng,$1000.00,"IT Infrastructure Management, IT Helpdesk, Information Technology, Oracle, SQL Server",Vietnamworks
QA Engineer,QA engineer,Junior,2,Cathay United Bank,taiwan,Thương lượng,"Automation Testing, Manual Testing, Test Case Extraction, Testing iOS, Unit Testing",Vietnamworks
Tester - Khối Dữ Liệu (Ho24.295),QA engineer,Junior,1,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,hanoi,Thương lượng,"Bug Tracking, Công Nghệ Thông Tin, SQL, Test Cases, Test Planning",Vietnamworks
Java Backend Developer,backend developer,Senior,5,Cathay United Bank,taiwan,Thương lượng,"Agile Scrum, AWS Cloud services, Java Programming, Java Programming, RESTful API Design, Spring Boot Framework, Spring Boot Framework",Vietnamworks
IT Infrastructure Network & Security Executive,IT professional,Junior,2,Công Ty TNHH Aeon Việt Nam,thành phố hồ chí minh,Thương lượng,"ITIL Security Management, Security System Management, Bảo Mật Thông Tin, Cybersecurity Awareness, Cyber Security",Vietnamworks
Solution Architect (Good French),solutions architect,Any Level,N/A,FPT Software,"hcm, hồ chí minh, hà nội, đà nẵng",Thương lượng,"French, Solution Architecture, Computer Science, Java, AWS",Vietnamworks
"Associate, IT/ IS",IT professional,Junior,2,NAB Innovation Centre Vietnam,thành phố hồ chí minh,Thương lượng,"IT Helpdesk, Infrastructure Security, LAN, Windows Operating Systems, Mac",Vietnamworks
Application Support Specialist,system administrator,Junior,2,MiTek Việt Nam,tp.hcm,Thương lượng,"Technical Support, Network Administration, Application Support, VMware",Vietnamworks
Senior Data Analyst (Experienced in Finance),data analyst,Any Level,N/A,Fiingroup,hồ chí minh,$800.00,"Python, Data Analysis, Business Intelligence, SQL, Data Monitoring",Vietnamworks
UI/UX Designer,UX/UI designer,Intermediate,3,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ THÔNG MINH SMART TECH,Hồ Chí Minh,$800.00,"Axure RP, Prototype, UI - UX, Design",Vietnamworks
Pentest (Open for Fresher),data scientist,Any Level,N/A,Tổng Công Ty Bưu Điện Việt Nam - Vnpost,hà nội,$20.00,"NIST, OWASP, Nmap, Wireshark, Metasploit",Vietnamworks
Nhân Viên Quản Trị Hệ Thống và Hỗ Trợ Người Dùng,system administrator,Intermediate,3,Công Ty Cổ Phần Địa Ốc Phú Long,tp.hcm,Thương lượng,"Hệ Thống Quản Trị Mạng, CCNA, Công nghệ thông tin, System Administration",Vietnamworks
QA Tester (Korean Speaking),QA engineer,Any Level,N/A,Snow Việt Nam,ho chi minh,$560.00,"QA, Test Cases, Software Testing, Korean Language, Quality Control",Vietnamworks
Kỹ Sư Hạ Tầng & Hỗ Trợ Công Nghệ Thông Tin,data scientist,Intermediate,3,Công Ty CP Intellife,Hồ Chí Minh,Thương lượng,"Giải Quyết Vấn Đề, MongoDB, PostgreSQL, Python, VMware",Vietnamworks
Technical Support Engineer,IT support,Junior,1,Công Ty TNHH Servers.com VN,hồ chí minh,Thương lượng,"Technical Support, System Administration, IT System Administration, Linux, Business English",Vietnamworks
"Hardware Design Engineer (Làm việc chủ yếu tại Nam Từ Liêm, Hà Nội)",software engineer,Intermediate,3,Công Ty TNHH Varroc Việt Nam,hà nội,Thương lượng,"System Design, PCB Layout Design, OrCAD, Altium, Altium, SMT",Vietnamworks
Software Engineering ( Lương 1200$ ~1600$ ),software engineer,Intermediate,3,Công Ty TNHH Cresyn Hà Nội,hà nội,$1200.00,"Software Engineering, Lập Trình Nhúng, Lập Trình Ứng Dụng, lập trình C/C++, SQL",Vietnamworks
