Job Title,Role,Level,Years of Experience,Company,Location,Salary Range,Required Skills,Job URL,Source Platform
Devops Engineer,,Nhân viên,2 năm,"TECHVIFY SOFTWARE., JSC",Hà Nội,Thoả thuận,N/A,https://www.topcv.vn/viec-lam/devops-engineer/1555870.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Senior Quality Assurance Lead,,Nhân viên,3 năm,Công ty TNHH Phần Mềm Dsoft,Hồ Chí Minh,Thoả thuận,N/A,https://www.topcv.vn/viec-lam/senior-quality-assurance-lead/867197.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Hỗ Trợ Kỹ Thuật - IT Support,,Nhân viên,1 năm,Bệnh Viện Đa Khoa Quốc Tế Thu Cúc – Chi Nhánh Công Ty Cổ Phần Y Khoa & Thẩm Mỹ Thu Cúc,Hà Nội,9 - 12 triệu,"Khắc Phục Sự Cố Máy Tính, Hỗ Trợ Người Dùng, Kiến Thức Về Phần Cứng Máy Tính, Kiến Thức Về Mạng Máy Tính, Kiến Thức Về Hệ Điều Hành Windows Và Hoặc Macos",https://www.topcv.vn/viec-lam/nhan-vien-ho-tro-ky-thuat-it-support/1556706.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Project Leader,,Trưởng nhóm,3 năm,Công ty Cổ Phần Galaxy Technology Services,Hồ Chí Minh,Thoả thuận,N/A,https://www.topcv.vn/viec-lam/project-leader/1556726.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thực Tập Sinh UI/UX Designer (Có Lương),,Thực tập sinh,Dưới 1 năm,Công ty Cổ phần viễn thông FPT,Hồ Chí Minh,Thoả thuận,"Thiết Kế Giao Diện Người Dùng (ui), Thiết Kế Trải Nghiệm Người Dùng (ux), Nghiên Cứu Người Dùng (user Research), Sử Dụng Phần Mềm Thiết Kế (figma, Adobe Xd, Sketch, ...), Nguyên Tắc Thiết Kế (typography, Màu Sắc, Bố Cục, ...)",https://www.topcv.vn/viec-lam/thuc-tap-sinh-ui-ux-designer-co-luong/1556664.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên IT Helpdesk,,Nhân viên,1 năm,CÔNG TY CỔ PHẦN CÔNG NGHỆ GIẢI PHÁP THI THIÊN,Hà Nội,10 - 12 triệu,"Giải quyết vấn đề, Khắc Phục Sự Cố Máy Tính, Hỗ Trợ Người Dùng, Kiến Thức Về Phần Cứng Máy Tính, Kiến Thức Về Hệ Điều Hành Windows Và Macos",https://www.topcv.vn/viec-lam/nhan-vien-it-helpdesk/1555103.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thực Tập Sinh Kinh Doanh,,Thực tập sinh,Không yêu cầu kinh nghiệm,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ NINA,Hồ Chí Minh,5 - 12 triệu,"Làm việc nhóm, Quản lý thời gian, Giao tiếp, kỹ năng thuyết trình, Khả Năng Học Hỏi Nhanh",https://www.topcv.vn/viec-lam/thuc-tap-sinh-kinh-doanh/1555131.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Lập Trình Viên Fullstack (VueJS/PHP Laravel),,Nhân viên,2 năm,Viettel Software,Hà Nội,Tới 23 triệu,"Javascript (es6+), Html5, Css3, Vue.js (bao Gồm Vuex, Vue Router), Php (laravel), Sql (mysql, Postgresql Hoặc Tương Tự)",https://www.topcv.vn/viec-lam/lap-trinh-vien-fullstack-vuejs-php-laravel/1556405.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thực Tập Sinh Front-End (ReactJS),,Thực tập sinh,Không yêu cầu kinh nghiệm,CÔNG TY CỔ PHẦN TẬP ĐOÀN CÔNG NGHỆ OMMANI,Hà Nội,0.5 - 1 triệu,"ReactJS, Frontend",https://www.topcv.vn/viec-lam/thuc-tap-sinh-front-end-reactjs/1481846.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thực Tập Sinh BackEnd,,Thực tập sinh,Không yêu cầu kinh nghiệm,CÔNG TY CỔ PHẦN TẬP ĐOÀN CÔNG NGHỆ OMMANI,Hà Nội,0.5 - 1 triệu,Backend,https://www.topcv.vn/viec-lam/thuc-tap-sinh-backend/1481851.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Fullstack ( Tiếng Anh),,Nhân viên,1 năm,CÔNG TY TNHH HAPOSOFT,Hà Nội,20 - 45 triệu,"CSS, HTML, Javascript, REST APIs, Databases (sql And Or Nosql)",https://www.topcv.vn/viec-lam/fullstack-tieng-anh/1525662.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Manual Tester (Junior),,Nhân viên,1 năm,CÔNG TY CỔ PHẦN BUCA,Hà Nội,8 - 15 triệu,N/A,https://www.topcv.vn/viec-lam/manual-tester-junior/377388.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Công Nghệ Thông Tin,,Nhân viên,5 năm,Công ty Cổ Phần Quản lý và Phát triển BĐS Thái Nam,Hà Nội,Thoả thuận,"Phân tích và giải quyết vấn đề, Khả Năng Làm Việc Độc Lập Và Nhóm, Kiến Thức Về Mạng Máy Tính, Kiến Thức Về Hệ Điều Hành (windows, Linux, Macos), Lập Trình (ít Nhất 1 Ngôn Ngữ)",https://www.topcv.vn/viec-lam/chuyen-vien-cong-nghe-thong-tin/1556102.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Cộng Tác Viên Livestream Giới Thiệu Sản Phẩm,"Pro

CÔNG TY CỔ PHẦN CÔNG NGHỆ VI MÔ",Thực tập sinh,Không yêu cầu kinh nghiệm,CÔNG TY CỔ PHẦN CÔNG NGHỆ VI MÔ,Hà Nội,5 - 10 triệu,"Kỹ năng giao tiếp, Kỹ năng bán hàng, kỹ năng thuyết trình, Hiểu Biết Về Sản Phẩm, Thành Thạo Phần Mềm Livestream",https://www.topcv.vn/viec-lam/cong-tac-vien-livestream-gioi-thieu-san-pham/1556399.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Backend Java,,Nhân viên,3 năm,CÔNG TY CỔ PHẦN TECHBANK SOFTWARE,Hồ Chí Minh,20 - 28 triệu,N/A,https://www.topcv.vn/viec-lam/backend-java/1497362.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Phân Tích Nghiệp Vụ (Business Analyst),"Pro

CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT",Nhân viên,2 năm,CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,Hà Nội,12 - 20 triệu,N/A,https://www.topcv.vn/viec-lam/nhan-vien-phan-tich-nghiep-vu-business-analyst/1280605.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Intern/Fresher Tester Tiếng Nhật N3,,Thực tập sinh,Không yêu cầu kinh nghiệm,Công ty TNHH Yopaz,Hà Nội,Tới 15 triệu,"Làm việc nhóm, Kỹ Năng Phân Tích Và Giải Quyết Vấn Đề, Kiến Thức Cơ Bản Về Kiểm Thử Phần Mềm, Kỹ Năng Báo Cáo Lỗi (bug Reporting), Tiếng Nhật N3 Trở Lên (đọc, Viết, Nghe, Nói)",https://www.topcv.vn/viec-lam/intern-fresher-tester-tieng-nhat-n3/1555866.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Trưởng Nhóm IT HelpDesk,,Trưởng nhóm,3 năm,Công ty TNHH Đầu Tư và Tư Vấn EUREKA,Hà Nội,15 - 35 triệu,"Làm việc nhóm, Kỹ năng giải quyết vấn đề, Hỗ Trợ Kỹ Thuật, Giải quyết vấn đề, Khắc Phục Sự Cố Máy Tính, Kiến Thức Về Phần Cứng Máy Tính, Kiến Thức Về Hệ Điều Hành Windows Và Macos, Giai Quyết Sự Cố Máy Tính",https://www.topcv.vn/viec-lam/truong-nhom-it-helpdesk/1555527.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Tư Vấn Triển Khai Phần Mềm-Functional Consultant,,Nhân viên,2 năm,Công ty TNHH Đầu Tư và Tư Vấn EUREKA,Hà Nội,10 - 25 triệu,"Thiết kế đồ họa, Triển Khai Phần Mềm, Khả năng giải quyết vấn đề, Phân Tích Yêu Cầu Phần Mềm, Kỹ Năng Giao Tiếp Và Thuyết Trình, Thiết Kế Giải Pháp Phần Mềm, Quản Lý Dự Án Phần Mềm, Kiến Thức Về Quản Lý Dữ Liệu",https://www.topcv.vn/viec-lam/tu-van-trien-khai-phan-mem-functional-consultant/1555595.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Kinh Doanh - Tư Vấn Giải Pháp Phần Mềm,,Nhân viên,1 năm,Công Ty TNHH Mediastep Software Việt Nam,Hà Nội & 4 nơi khác,10 - 50 triệu,Làm việc nhóm,https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-tu-van-giai-phap-phan-mem/1150864.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Tư Vấn Giải Pháp Phần Mềm,,Nhân viên,1 năm,Hương Việt Group,Hà Nội,15 - 30 triệu,"Kỹ năng làm việc nhóm, Kỹ Năng Giao Tiếp Và Thuyết Trình, Phân Tích Yêu Cầu Khách Hàng, Thiết Kế Giải Pháp Phần Mềm, Hiểu Biết Về Quy Trình Phát Triển Phần Mềm",https://www.topcv.vn/viec-lam/chuyen-vien-tu-van-giai-phap-phan-mem/1556322.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Customer Success Account Executive/Manager,,Nhân viên,2 năm,Công ty TNHH LittleLives Việt Nam,Hồ Chí Minh,Thoả thuận,"Academic English, kỹ năng thuyết trình, Kỹ Năng Giao Tiếp Và Đàm Phán, Quản Lý Mối Quan Hệ Khách Hàng (crm)",https://www.topcv.vn/viec-lam/customer-success-account-executive-manager/1556292.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Kỹ Thuật Mạng,,Nhân viên,Không yêu cầu kinh nghiệm,CÔNG TY TNHH SẢN XUẤT CÔNG NGHỆ BIEL CRYSTAL,Hải Dương,10 - 15 triệu,"Điện Tử, Công Nghệ Thông Tin",https://www.topcv.vn/viec-lam/ky-thuat-mang/1520410.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Project Manager,,Trưởng/Phó phòng,5 năm,Công ty TNHH Grooo International,Hồ Chí Minh,40 - 50 triệu,"Agile, SCRUM, Quản Lý, Lập Trình, Quản Lý Dự Án",https://www.topcv.vn/viec-lam/project-manager/1519035.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Tester,,Nhân viên,Không yêu cầu kinh nghiệm,Công Ty Cổ Phần Truyền Thông Kim Cương,Hà Nội,10 - 12 triệu,"phân tích yêu cầu, Viết Testcase, Báo Cáo Lỗi, Thực Hiện Test, Kiểm Tra Chất Lượng Phần Mềm",https://www.topcv.vn/viec-lam/nhan-vien-tester/1556088.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Vận Hành,"Pro

Công ty CP Kinh doanh F88",Nhân viên,3 năm,Công ty CP Kinh doanh F88,Hà Nội,12 - 16 triệu,"Làm việc nhóm, Phân tích dữ liệu, Quản Lý Dự Án, Giải quyết vấn đề, Giao tiếp hiệu quả",https://www.topcv.vn/viec-lam/chuyen-vien-van-hanh/1554674.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thực Tập Kinh Doanh/ Tư Vấn (Sales),,Thực tập sinh,Không yêu cầu kinh nghiệm,Công ty TNHH Công nghệ ZLINK Việt Nam,"Hà Nội, Hồ Chí Minh",Thoả thuận,N/A,https://www.topcv.vn/viec-lam/thuc-tap-kinh-doanh-tu-van-sales/1092406.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thực Tập IT,,Thực tập sinh,Không yêu cầu kinh nghiệm,Công ty TNHH Công nghệ ZLINK Việt Nam,"Hà Nội, Hồ Chí Minh",Thoả thuận,N/A,https://www.topcv.vn/viec-lam/thuc-tap-it/1100744.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Kinh Doanh Phân Phối,,Nhân viên,Không yêu cầu kinh nghiệm,Công ty TNHH Công nghệ Số Trung Nguyên,Hà Nội,8 - 15 triệu,N/A,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-phan-phoi/778274.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thực Tập IT,,Thực tập sinh,Không yêu cầu kinh nghiệm,Công ty TNHH Công nghệ ZLINK Việt Nam,"Hà Nội, Hồ Chí Minh",Thoả thuận,N/A,https://www.topcv.vn/viec-lam/thuc-tap-it/1100744.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Kinh Doanh Phân Phối,,Nhân viên,Không yêu cầu kinh nghiệm,Công ty TNHH Công nghệ Số Trung Nguyên,Hà Nội,8 - 15 triệu,N/A,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-phan-phoi/778274.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
IT Engineer,,Nhân viên,Không yêu cầu kinh nghiệm,Công Ty TNHH Avepoint Việt Nam,"Đà Nẵng, Hà Nội",Thoả thuận,N/A,https://www.topcv.vn/viec-lam/it-engineer/1427862.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Java Developer (Dự Án AI),,Nhân viên,1 năm,Công ty Cổ phần đầu tư Công Nghệ và Thương Mại Softdreams,Hà Nội,12 - 17 triệu,N/A,https://www.topcv.vn/viec-lam/java-developer-du-an-ai/1482967.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Frontend,,Nhân viên,2 năm,Công ty cổ phần đầu tư VNR Holding,Hà Nội,8 - 12 triệu,"CSS, Git, HTML, Javascript, Responsive Design",https://www.topcv.vn/viec-lam/nhan-vien-frontend/1555956.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Content Review Specialist,,Nhân viên,Không yêu cầu kinh nghiệm,ArctX Solution LLC,Hà Nội,8 - 10 triệu,"Teamwork, Self-learning, patient",https://www.topcv.vn/viec-lam/content-review-specialist/1459278.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên IT Support,,Nhân viên,1 năm,Công ty Cổ phần Y khoa HANO,Hà Nội,Thoả thuận,"Công Nghệ Thông Tin, It, Server",https://www.topcv.vn/viec-lam/nhan-vien-it-support/1420450.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thực Tập Sinh Tư Vấn Triển Khai SAP ERP,,Thực tập sinh,Không yêu cầu kinh nghiệm,CÔNG TY CỔ PHẦN CÔNG NGHỆ FOXAI,Hà Nội,Thoả thuận,"ERP, SAP",https://www.topcv.vn/viec-lam/thuc-tap-sinh-tu-van-trien-khai-sap-erp/1158838.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
IT Support,,Nhân viên,Dưới 1 năm,CÔNG TY TNHH NETMARKS VIỆT NAM,Hà Nội,Thoả thuận,N/A,https://www.topcv.vn/viec-lam/it-support/1464583.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Fullstack Developer,"Pro

CÔNG TY TNHH SAMSUNG SDS VIỆT NAM",Nhân viên,4 năm,CÔNG TY TNHH SAMSUNG SDS VIỆT NAM,Hà Nội,Thoả thuận,"SQL, Java Core, Vue.js, Java (core Java, Spring, Spring Boot, Hibernate, Etc.)",https://www.topcv.vn/viec-lam/fullstack-developer/1556126.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Lập Trình Viên Backend,,Nhân viên,2 năm,CÔNG TY CỔ PHẦN CÔNG NGHỆ FLYER,Hà Nội,Tới 25 triệu,N/A,https://www.topcv.vn/viec-lam/lap-trinh-vien-backend/1469416.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Video Editor - Motion Design (Junior/Middle),,Nhân viên,2 năm,Công ty Cổ phần EZ Technology,Hồ Chí Minh,Thoả thuận,"Marketing, Motion Graphic Design, Video Editor",https://www.topcv.vn/viec-lam/video-editor-motion-design-junior-middle/1553131.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thực Tập Sinh Tư Vấn Website,,Thực tập sinh,Không yêu cầu kinh nghiệm,CÔNG TY TNHH TM & DV NINA,Hồ Chí Minh,8 - 30 triệu,N/A,https://www.topcv.vn/viec-lam/thuc-tap-sinh-tu-van-website/1555153.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Project Manager (IT Projects),,Nhân viên,2 năm,SVTECH,Hà Nội,25 - 40 triệu,"Quản Lý Dự Án, Quản Lý Ngân Sách, Quản Lý Rủi Ro, Lập Kế Hoạch Dự Án, Theo Dõi Tiến Độ Dự Án",https://www.topcv.vn/viec-lam/project-manager-it-projects/1556139.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
System Admin,,Nhân viên,1 năm,Công Ty Cổ Phần VCCorp,Hà Nội,11 - 27 triệu,"Kiến Thức Về Mạng Máy Tính (tcp Ip, Routing, Switching), Quản Trị Hệ Thống Linux Windows, Giải Quyết Sự Cố Hệ Thống, An Ninh Mạng Cơ Bản, Quản Lý Cơ Sở Dữ Liệu (sql, Nosql)",https://www.topcv.vn/viec-lam/system-admin/1555147.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
DevOps Engineer,,Nhân viên,2 năm,Công ty TNHH Dịch Vụ Sửa Chữa Điện Thoại Vui,Hồ Chí Minh,"700 - 2,200 USD","Devops Engineer, Devops, System Engineer, Devops (ci Cd, Infrastructure As Code)",https://www.topcv.vn/viec-lam/devops-engineer/1487035.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Full-Stack Developer,,Nhân viên,3 năm,Công ty Cổ phần VNEXT SOFTWARE,Đà Nẵng,Tới 20 triệu,"CSS, HTML, Javascript, HTML5, CSS3, SASS/SCSS, Kiến Trúc Phần Mềm",https://www.topcv.vn/viec-lam/full-stack-developer/1556143.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Mobile Engineer (IOS),,Nhân viên,3 năm,Công ty cổ phần Nal Solutions,Đà Nẵng,Thoả thuận,"Git, Objective-C, Swift, XCode, iOS SDK",https://www.topcv.vn/viec-lam/mobile-engineer-ios/1555823.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Manual Tester,,Nhân viên,2 năm,Công ty cổ phần công nghệ DTDI,Hà Nội,Tới 25 triệu,"phân tích yêu cầu, Viết Testcase, Thực Hiện Test Case, Kiểm Tra Chất Lượng Phần Mềm, Báo Cáo Lỗi (bug Reporting)",https://www.topcv.vn/viec-lam/manual-tester/1554093.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Backend Engineer (C# .NET),,Nhân viên,2 năm,CÔNG TY TNHH PLAYSTUDIOS VIỆT NAM,Hà Nội,Thoả thuận,".NET, C#, English, azure, HTTP, RESTful APIs",https://www.topcv.vn/viec-lam/backend-engineer-c-net/1555588.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Kỹ Thuật IT Phần Mềm,,Nhân viên,5 năm,CN Công ty TNHH Dịch vụ và Thương mại Mesa,Hồ Chí Minh,Thoả thuận,"Làm việc nhóm, Quản lý thời gian, Giải quyết vấn đề, Phân Tích Và Thiết Kế Hệ Thống, Lập Trình (ít Nhất 1 Ngôn Ngữ)",https://www.topcv.vn/viec-lam/ky-thuat-it-phan-mem/1553525.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Data Scientist (Remote),,Nhân viên,Không yêu cầu kinh nghiệm,Công ty TNHH TMZ,Hà Nội,Thoả thuận,"SQL, Phân tích dữ liệu, Trực quan hóa dữ liệu, Python Hoặc R, Xây Dựng Mô Hình Dự Đoán",https://www.topcv.vn/viec-lam/data-scientist-remote/1555730.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Phát Triển Và Kinh Doanh Dịch Vụ,,Nhân viên,2 năm,CÔNG TY CP VTC DỊCH VỤ DI ĐỘNG,Hà Nội,Thoả thuận,"Phân tích dữ liệu, Phát Triển Sản Phẩm, Thiết Kế Sản Phẩm, Phân Tích Thị Trường, Phân tích vấn đề, Giải quyết vấn đề, Xây Dựng Chiến Lược Sản Phẩm",https://www.topcv.vn/viec-lam/chuyen-vien-phat-trien-va-kinh-doanh-dich-vu/1555598.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Trưởng Phòng Kinh Doanh Phần Mềm Và Giải Pháp,,Trưởng/Phó phòng,3 năm,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ BZISOFT,"Hồ Chí Minh, Hà Nội",Tới 35 triệu,"Kỹ năng lãnh đạo, Kỹ năng đàm phán, Kỹ năng quản lý, Kỹ năng bán hàng, Kỹ Năng Lập Kế Hoạch",https://www.topcv.vn/viec-lam/truong-phong-kinh-doanh-phan-mem-va-giai-phap/1556013.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Kỹ Thuật Máy Tính,,Nhân viên,Dưới 1 năm,CÔNG TY TNHH VILAPA,Hà Nội,12 - 15 triệu,N/A,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-may-tinh/255379.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Kế Toán Tổng Hợp,,Nhân viên,3 năm,Công ty CP Fint Việt Nam,Hà Nội,Thoả thuận,"Kiểm Soát Nội Bộ, Kế Toán Tổng Hợp, Quyết Toán Thuế, Phân Tích Báo Cáo Tài Chính, Kế Toán Ngân Hàng",https://www.topcv.vn/viec-lam/chuyen-vien-ke-toan-tong-hop/1555969.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Junior Devops Engineer,,Nhân viên,2 năm,CÔNG TY CỔ PHẦN TCOM,Hà Nội,Tới 30 triệu,"Git, Linux, Docker, Kubernetes, Cloud Computing (aws, Azure, Gcp)",https://www.topcv.vn/viec-lam/junior-devops-engineer/1555772.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Fullstack Developer (Hybrid),,Nhân viên,3 năm,CÔNG TY TNHH TMZ THỊNH VƯỢNG,Hà Nội,"1,000 - 1,500 USD","CSS, Git, HTML, Javascript, ReactJS, Golang, algorithms, REST APIs",https://www.topcv.vn/viec-lam/fullstack-developer-hybrid/1555722.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
